City,Country,CountryCode,DepartmentNameNative,InstituteNameHEPnew,InstituteNameHEPold,InstituteNameNative,Latitude,Longitude,ZIPcode,recid,LatitudeCity,LongitudeCity
Osaka,Japan,JP,,"Japan Res. Inst., Osaka","Japan Research Inst., Osaka","Japan Research Institute, Ltd (JRI)",34.677745,135.4939468,550-0013,906038,34.6937378,135.5021651
Toyohashi,Japan,JP,,,"VSOLJ, Aichi",,34.6778208,137.3668498,,909792,34.7691995,137.3914662
Kobe,Japan,JP,,"U. Hyogo, Kobe",Hyogo U.,University of Hyogo,34.6788461,135.0530262,651-2197,902848,34.690083,135.1955112
Kobe,Japan,JP,,,Kobe City Tech. Coll.,,34.6789046,135.0665389,,909704,34.690083,135.1955112
Nara-shi,Japan,JP,Institute for Natural Science,"Nara U., Inst. Nat. Sci.",Nara U.,Nara University,34.680028,135.833833,,903045,34.6850869,135.8050002
Okayama,Japan,JP,,Okayama Shoka U.,Okayama Shoka U.,Okayama Shoka University,34.6833222,133.9010919,700-8601,908507,34.6551456,133.9195019
Nara-shi,Japan,JP,,,Nara Tech. Coll.,,34.6850869,135.8050002,,903044,34.6850869,135.8050002
Nara,Japan,JP,,,Nara Industrial U.,,34.6850869,135.8050002,,907227,34.6850869,135.8050002
Nara,Japan,JP,,,"Sharp, Nara",,34.6850869,135.8050002,,907857,34.6850869,135.8050002
Nara,Japan,JP,,,Nara Med. U.,,34.6850869,135.8050002,,909583,34.6850869,135.8050002
,Japan,JP,,Nara Prefectural U.,Nara Prefectural U.,Nara Prefectural University,34.6850869,135.8050002,630-8258,1483210,36.204824,138.252924
Osaka,Japan,JP,,,"FEL Engineering, Osaka",,34.6859384,135.4909108,,906586,34.6937378,135.5021651
Nara-shi,Japan,JP,,Tezukayama U.,Tezukayama U.,Tezukayama University,34.686252,135.7221127,631-8501,904238,34.6850869,135.8050002
Nara-shi,Japan,JP,Department of Physics,"NWU, Nara-shi, Dept. Phys.",Nara Women's U.,Nara Women's University (NWU),34.6888256,135.8300839,630-8506,903046,34.6850869,135.8050002
Kobe-shi,Japan,JP,,,Kobe-gakuin U.,,34.690083,135.1955112,,902930,34.690083,135.1955112
Kobe,Japan,JP,Department of Physics,"Konan U., Kobe, Dept. Phys.",Konan U.,Konan University,34.690083,135.1955112,,902934,34.690083,135.1955112
Kobe-shi,Japan,JP,,,Kobe Joshi U.,,34.690083,135.1955112,,904454,34.690083,135.1955112
Kobe-shi,Japan,JP,,,Kobe Women's Jr. Coll.,,34.690083,135.1955112,,904671,34.690083,135.1955112
Kobe-shi,Japan,JP,,,Kobe Steel,,34.690083,135.1955112,,904753,34.690083,135.1955112
Kobe-shi,Japan,JP,,,Kobe Intl. U.,,34.690083,135.1955112,,907403,34.690083,135.1955112
Osaka,Japan,JP,,,Osaka Sci. Museum,,34.6911073,135.4924021,,909174,34.6937378,135.5021651
Osaka,Japan,JP,,,"Sumitomo Corp., Osaka",,34.6914797,135.5020818,,908439,34.6937378,135.5021651
Osaka,Japan,JP,,,"Hewlett-Packard, Osaka",,34.6931633,135.5344402,,909515,34.6937378,135.5021651
Toyonaka,Japan,JP,Graduate School of Science / School of Science,"Osaka U., Sch. Sci.",Osaka U.,Osaka University,34.6937378,135.5021651,560-0043,903105,34.7812658,135.4697387
Suita-shi,Japan,JP,Research Center for Nuclear Physics (RCNP),"Osaka U., RCNP","Osaka U., Res. Ctr. Nucl. Phys.",Osaka University,34.6937378,135.5021651,567-0047,903109,34.7594526,135.51686
Hirakata-shi,Japan,JP,,,Osaka Dental U.,,34.6937378,135.5021651,,903818,34.8143402,135.6506583
Takatsuki-shi,Japan,JP,,,Osaka Medical Coll.,,34.6937378,135.5021651,,904137,34.8461585,135.6172716
Osaka,Japan,JP,Osaka Lab for Radiation Chemistry,"JAERI, Osaka","JAERI, Osaka",Japan Atomic Energy Research Institute (JAERI),34.6937378,135.5021651,,904998,34.6937378,135.5021651
Suita-shi,Japan,JP,,,Osaka Gakuin U.,,34.6937378,135.5021651,,905758,34.7594526,135.51686
Daito,Japan,JP,,,Osaka Sangyo U.,,34.6937378,135.5021651,,906103,34.7120153,135.6236594
Osaka,Japan,JP,,,"Sumitomo Electric, Osaka",,34.6937378,135.5021651,,906140,34.6937378,135.5021651
Osaka,Japan,JP,Institute of Laser Engineering,"Osaka U., Inst. Laser Eng.","Osaka U., Inst. Laser Eng.",Osaka University,34.6937378,135.5021651,,906252,34.6937378,135.5021651
Hirakata-shi,Japan,JP,,,Osaka Intl. U.,,34.6937378,135.5021651,,906901,34.8143402,135.6506583
Osaka,Japan,JP,,,"Takenaka, Osaka",,34.6937378,135.5021651,,907377,34.6937378,135.5021651
Sakai-shi,Japan,JP,,,Osaka Women's U.,,34.6937378,135.5021651,,1241213,34.573262,135.482998
Okayama-shi,Japan,JP,,Okayama U. Sci.,Okayama U. Sci.,Okayama University of Science,34.6958354,133.9280277,,903597,34.6551456,133.9195019
Toyohashi,Japan,JP,,Toyohashi U. Tech.,Toyohashi U. Tech.,Toyohashi University of Technology,34.701397,137.4086446,441-8580,1480243,34.7691995,137.3914662
Amagasaki-shi,Japan,JP,,,Tokkoykiki Corp.,,34.706484,135.4209554,,907913,34.7337339,135.4063757
Hamamatsu,Japan,JP,,,Seien High School,,34.7108344,137.7261258,,903191,34.7108344,137.7261258
Hamamatsu,Japan,JP,,,Hamamatsu TV,,34.7108344,137.7261258,,904571,34.7108344,137.7261258
Hamamatsu,Japan,JP,,,Hamamatsu U.,,34.7108344,137.7261258,,906020,34.7108344,137.7261258
Kyoto,Japan,JP,Advanced Photon Research Center,"JAERI, Kyoto","JAERI, Kyoto",Japan Atomic Energy Research Institute (JAERI),34.7136984,135.8410265,,908357,35.0116363,135.7680294
Kobe,Japan,JP,,,Kobe Kaisei Coll.,,34.7149333,135.2103204,,910690,34.690083,135.1955112
Kobe-shi,Japan,JP,,,"Wakatake School, Kobe",,34.7157086,135.22613,,905080,34.690083,135.1955112
Akashi,Japan,JP,,,Akashi Tech. Coll.,,34.7183431,135.3691286,,903438,34.6431066,134.9971787
Amagasaki-shi,Japan,JP,Central Research Lab,"Mitsubishi Electric, Amagasaki, Central Res. Lab.","Mitsubishi, Amagasaki",Mitsubishi Electric Corp.,34.7198916,135.4151699,,904776,34.7337339,135.4063757
Osaka,Japan,JP,,,Osaka U. of Commerce,,34.7210258,135.4867106,,906632,34.6937378,135.5021651
Hiroshima-shi,Japan,JP,Department of Applied Math,obsolete,"Hiroshima U., Appl. Math. Dept.",Hiroshima University,34.7212834,132.5127243,,904019,34.3852029,132.4552927
Osaka,Japan,JP,,,Software Cradle Ltd.,,34.7235175,135.4965875,,910733,34.6937378,135.5021651
Shizuoka,Japan,JP,Hamamatsu Campus,"Shizuoka U., Hamamatsu","Shizuoka U., Hamamatsu",Shizuoka University,34.7258357,137.7190559,,908770,34.9771201,138.3830845
Kobe,Japan,JP,Physics Department,"Kobe U., Phys. Dept.",Kobe U.,Kobe University,34.7263712,135.2354097,657-8501,902931,34.690083,135.1955112
Kobe-shi,Japan,JP,,"Shoin Women's U., Kobe",Shoin Women's U.,Shoin Women's University,34.7276694,135.227872,657-0015,905413,34.690083,135.1955112
Kashima,Japan,JP,,,"Communications Res. Lab., Kashima",,34.7317904,135.4595408,,907376,35.9657558,140.6448128
Nara,Japan,JP,,,NAIST,,34.7321923,135.7322775,,911261,34.6850869,135.8050002
Fukuroi,Japan,JP,,"Shizuoka Inst. Sci. Tech., Fukuroi",Shizuoka Inst. Tech.,Shizuoka Institute of Science and Technology,34.7382501,137.9614074,437-8555,910160,34.7501735,137.9246792
Osaka,Japan,JP,,,"Matsushita Electric, Osaka",,34.7385507,135.5731944,,906864,34.6937378,135.5021651
Osaka,Japan,JP,,Osaka Electro-Communication U.,"Electro-Communication U., Osaka",Osaka Electro-Communication University,34.742093,135.6588005,575-0063,909478,34.6937378,135.5021651
Osaka,Japan,JP,,,"Suzuki Corp., Osaka",,34.7426343,135.6108798,,910428,34.6937378,135.5021651
Kyoto,Japan,JP,,,"ATR ACR Lab., Kyoto",,34.7437966,135.7665852,,911094,35.0116363,135.7680294
Kyoto,Japan,JP,,,NTT Comm. Sci. Lab.,,34.7445076,135.7505839,,910460,35.0116363,135.7680294
Kyoto,Japan,JP,,,"IIAS, Kyoto",,34.7459408,135.7909941,,908527,35.0116363,135.7680294
Tsu,Japan,JP,,"Mie U., Tsu",Mie U.,Mie University,34.746497,136.5212946,514-8507,903825,34.718596,136.5056975
Moriguchi,Japan,JP,,,Teikoku Women's U.,,34.7466447,135.6038248,,1241290,34.7376953,135.5639036
Amagasaki-shi,Japan,JP,,,Sonoda Gakuen Women's Coll.,,34.7484297,135.409486,,1241273,34.7337339,135.4063757
Kariya-shi,Japan,JP,,,"Nippondenso, Kariya",,34.7525372,134.3918008,,906393,34.9892245,137.0021069
Suita-shi,Japan,JP,,,"Cray Res., Osaka",,34.7548526,135.4981118,,907161,34.7594526,135.51686
Nishinomiya-shi,Japan,JP,,"Kwansei Gakuin U., Nishinomiya",Kwansei Gakuin U.,Kwansei Gakuin University,34.7658018,135.3461831,,902940,34.7375965,135.3415643
Neyagawa-shi,Japan,JP,Department of Physics,"Osaka Electrocomm. U., Dept. Phys.",Osaka Electrocommunications U.,Osaka Electrocommunications University,34.7660929,135.6280998,,904518,34.7660929,135.6280998
Neyagawa-shi,Japan,JP,,"Osaka Prefecture Tech. Coll., Neyagawa",Osaka Prefecture Tech. Coll.,Osaka Prefecture University College of Technology,34.7660929,135.6280998,,905361,34.7660929,135.6280998
Takasago,Japan,JP,,,"Mitsubishi, Takasago",,34.7662013,134.7904417,,906376,34.7662013,134.7904417
Suita-shi,Japan,JP,,Kansai U.,Kansai U.,Kansai University,34.7703594,135.5081633,564-8680,902910,34.7594526,135.51686
Shizuoka,Japan,JP,,,"GPI, Shizuoka",,34.7732281,137.6332155,,911595,34.9771201,138.3830845
Osaka,Japan,JP,,,Osaka Gakuin Jr. Coll.,,34.7738289,135.5416797,,910608,34.6937378,135.5021651
Osaka,Japan,JP,,,"Osaka, Govt. Ind. Res. Inst.",,34.7740472,135.613962,,905037,34.6937378,135.5021651
Neyagawa City,Japan,JP,,Setsunan U.,Setsunan U.,Setsunan University,34.780377,135.6126008,572-8508,903634,34.7660929,135.6280998
Chita-gun,Japan,JP,,,Nihon Fukushi U.,,34.7878394,136.8593023,,906888,34.7857085,136.8834379
Toyonaka-city,Japan,JP,Department of Earth & Space Science,"Osaka U., Dept. Earth Space Sci.","Osaka U., Dept. Earth Space Sci.",Osaka University,34.8026494,135.4556142,560-0043,908024,34.7812658,135.4697387
Toyonaka,Japan,JP,,Osaka U.,Osaka U. (main),Osaka University,34.8026494,135.4556142,560-0043,1225384,34.7812658,135.4697387
Takarusaka,Japan,JP,,,"CIBA-GEIGY, Takarasuka",,34.8033073,135.3488914,,906197,34.7997673,135.3600729
Osaka,Japan,JP,,,"iFEL, Osaka",,34.8035687,135.7106555,,908077,34.6937378,135.5021651
Shizuoka,Japan,JP,,,"Yamaha Corp., Shizuoka",,34.8056733,137.8301841,,908071,34.9771201,138.3830845
Kyoto,Japan,JP,,,Kyoto Intl. U.,,34.8131176,135.7876499,,1241055,35.0116363,135.7680294
Osaka,Japan,JP,,,"Hachioji, Osaka",,34.8140587,135.4340686,,906492,34.6937378,135.5021651
Kyoto,Japan,JP,,,Doshisha Women's Coll. Liberal Arts,Doshisha Women's College of Liberal Arts,34.8144589,135.7676947,610-0395,1476462,35.0116363,135.7680294
Himeji-shi,Japan,JP,,,Himeji Dokkyo U.,,34.815149,134.6853528,,905582,34.815149,134.6853528
Tokyo,Japan,JP,,"INS, Tokyo","INS, Tokyo",Institute of Particle and Nuclear Studies (INS),34.8197289,135.5213088,,903276,35.6894875,139.6917064
Toyonaka,Japan,JP,Department of Applied Mathematics,"Osaka U., Dept. Appl. Math.","Osaka U., Appl. Math. Dept.",Osaka University,34.820231,135.5240193,565-0871,903106,34.7812658,135.4697387
Osaka,Japan,JP,,,Osaka Natl. Res. Inst.,,34.820647,135.4363987,,908078,34.6937378,135.5021651
Osaka,Japan,JP,,,"Osaka, Protein Res. Found.",,34.822103,135.4786067,,905638,34.6937378,135.5021651
Ibaraki,Japan,JP,Institute of Science and Industrial Research (ISIR),"Osaka U., ISIR","Osaka U., ISIR",Osaka University,34.8245368,135.5281803,,905895,36.3418112,140.4467935
Osaka,Japan,JP,Institute for Protein Research,obsolete,"Osaka U., IPR",Osaka University,34.8255004,135.519856,565-0871,909737,34.6937378,135.5021651
Shizuoka,Japan,JP,,,Shizuoka Seika Coll.,,34.8301671,138.296824,,908750,34.9771201,138.3830845
Shizuoka,Japan,JP,,,Shizuoka U. of Welfare,,34.8301671,138.296824,,910962,34.9771201,138.3830845
Hirakata-shi,Japan,JP,,,Kansai U. of Foreign Studies,,34.8359577,135.6630205,,904745,34.8143402,135.6506583
Osaka,Japan,JP,Department of Information Science and Technology,"Osaka Inst. Tech., Dept. Inform. Sci. Tech.",Osaka Inst. Tech.,Osaka Institute of Technology,34.841361,135.7050138,573-0196,908067,34.6937378,135.5021651
Suzuka,Japan,JP,,"NIT, Suzuka Coll.",Suzuka Natl. Coll. Tech.,"National Institute of Technology, Suzuka College",34.8502273,136.5807068,510-0294,907740,34.8818796,136.5842092
Ibaraki,Japan,JP,,"I.S.C. Lab., Ibaraki","I.S.C. Lab., Ibaraki",I.S.C. Laboratory,34.8524053,135.5263772,567-0085,1468544,36.3418112,140.4467935
Takatsuki,Japan,JP,,"Osaka U. Pharmaceutical Sci., Takatsuki",Osaka Coll. Pharmacy,Osaka University of Pharmaceutical Sciences,34.8637919,135.5745618,569-1094,903400,34.8461585,135.6172716
Osaka,Japan,JP,,,"NEOMAX, Osaka",,34.8799534,135.672205,,910139,34.6937378,135.5021651
Sukua,Japan,JP,,,Suzuka U.,,34.8818796,136.5842092,,906924,34.6945216,135.4750048
Aichi,Japan,JP,,,"Valqua Seiki, Aichi",,34.8854412,137.4567661,,909822,35.1801883,136.9065647
Chiba,Japan,JP,,,"CRC Research Inst., Nakase",,34.8913588,138.16317,,906579,35.6050574,140.1233063
Chiba,Japan,JP,Department of Information Systems,"Tokyo U. Inform. Sci., Dept. Inform. Syst.",Tokyo U. of Info. Sci.,Tokyo University of Information Sciences (TUIS),34.8917477,138.1627422,,905441,35.6050574,140.1233063
Kyoto,Japan,JP,Institute for Chemical Research (ICR),"Kyoto U., ICR","Kyoto U., Inst. Chem. Res.",Kyoto University,34.9072305,135.8044808,611-0011,904067,35.0116363,135.7680294
Kyoto,Japan,JP,,,"Kyoto, U. RISH",,34.9072305,135.8044808,,911651,35.0116363,135.7680294
Kamigori,Japan,JP,,,"Sumitomo Electric Industries, Kamigori",,34.9146976,134.4323408,,907636,34.8735631,134.3560976
Osaka,Japan,JP,,,"Osaka, Coll. Phys. Therapy",,34.9270091,138.350872,,904517,34.6937378,135.5021651
Hyogo,Japan,JP,Laboratory of Advanced Science and Technology for Industry (LASTI),"U. Hyogo, LASTI","LASTI, Hyogo",University of Hyogo,34.9314153,134.4394203,,910005,34.6912688,135.1830706
Hyogo,Japan,JP,,,"XFEL, RIKEN",,34.9473763,134.4264404,,912459,34.6912688,135.1830706
Kyoto,Japan,JP,Kansai Photon Science Institute (KPSI),"JAEA, KPSI, Kyoto","JAEA, KPSI, Kyoto",Japan Atomic Energy Agency (JAEA),34.9473763,134.4264404,619-0215,1279690,35.0116363,135.7680294
Sayo,Japan,JP,SPring-8 Center (RSC),"RIKEN SPring-8 Ctr., Hyogo","JAERI-RIKEN, Hyogo",RIKEN,34.9474956,134.4279167,678-12,907002,35.0043456,134.3557344
Yoshima,Japan,JP,,,"Furukawa, Yoshima",,34.9486234,134.9796335,,906489,34.9486234,134.9796335
Okazaki,Japan,JP,Institute for Molecular Science (IMS),"IMS, Okazaki","Aichi, Inst. Molecular Sci.",Okazaki National Research Institutes,34.9497843,137.1652886,,904951,34.9543786,137.1743293
Kyoto,Japan,JP,Department of Physics,"Kyoto U. Educ., Dept. Phys.",Kyoto U. of Education,Kyoto University of Education,34.9502146,135.7731896,,904754,35.0116363,135.7680294
612-8577 Kyoto,Japan,JP,,"Ryukoku U., Kyoto",Ryukoku U.,Ryukoku University,34.9639855,135.7679127,612-8577,904814,34.9645576,135.7672711
Ohtsu,Japan,JP,,,"Ryukoku U., Seta Campus",,34.9645895,135.9395853,,907859,35.0178929,135.8546074
Ohya,Japan,JP,Department of Physics,"Shizuoka U., Ohya, Dept. Phys.","Shizuoka U., Ohya",Shizuoka University,34.965403,138.4316999,,903200,35.6958305,139.7604863
Shizuoka-shi,Japan,JP,,,Shizuoka Inst. Public Health,,34.975562,138.3827596,,903631,34.975562,138.3827596
Gotenba,Japan,JP,,,"Ogawa Engineering, Shizuoka",,34.975562,138.3827596,,907032,35.3087148,138.93487
Kusatsu,Japan,JP,,"Ritsumeikan U., Kusatsu","Ritsumeikan U., Kusatsu","Ritsumeikan University, Biwako-Kusatsu Campus",34.9820686,135.9626195,525-8577,907114,36.6207784,138.5960529
Kyoto,Japan,JP,,,"Horiba, Kyoto",,34.9821408,135.7236002,,905105,35.0116363,135.7680294
Shiga,Japan,JP,Synchrotron Light Life Science Center (SLLS),"Ritsumeikan U., Kusatsu, SLLS","Ritsumeikan U., SLLS",Ritsumeikan University,34.9822158,135.9645999,,910179,35.0045306,135.8685899
Ootsu,Japan,JP,,,"NEC, Ootsu",,34.9836219,135.9004039,,907522,35.0178929,135.8546074
Shimizu,Japan,JP,,"Tokai U., Shimizu","Tokai U., Shimizu",Tokai University,34.988788,138.515245,424-8610,905686,35.0158879,138.4895275
Kyoto,Japan,JP,,,Kyoto Pharm. U.,,34.990606,135.8095864,,909430,35.0116363,135.7680294
Kyoto,Japan,JP,,,Koka Women's Coll.,,34.9921427,135.7177479,,1241226,35.0116363,135.7680294
Kyoto,Japan,JP,Kwasan and Hida Observatories,"Kyoto U., Kwasan Hida Obs.","Kyoto U., Kwasan - Hida Observ.",Kyoto University,34.9927429,135.7935777,607-8471,909111,35.0116363,135.7680294
Shizuoka-shi,Japan,JP,,"U. Shizuoka, Yada","Shizuoka U., Yada",University of Shizuoka,34.9938778,138.4377794,422-8529,903201,34.975562,138.3827596
Shizuoka,Japan,JP,,obsolete,"Shizuoka U., Shizuoka",University of Shizuoka,34.9960389,138.4454205,422-8526,911912,34.9771201,138.3830845
Kyoto,Japan,JP,,,Kyoto Women's U.,,34.9970572,135.7761621,,1241240,35.0116363,135.7680294
Kyoto,Japan,JP,,,"Nissin Elec., Kyoto",,35.0029889,135.7091654,,908863,35.0116363,135.7680294
Shiso,Japan,JP,,,Yamazaki High School,,35.004417,134.5494659,,903827,35.004417,134.5494659
Shiga,Japan,JP,,,"Toray Research Ctr., Shiga",,35.0045306,135.8685899,,906275,35.0045306,135.8685899
Ohtsu,Japan,JP,,,"Shiga U., Medical Sci.",,35.0045306,135.8685899,,1241212,35.0178929,135.8546074
Kusatsu-shi,Japan,JP,,,"Nichicon, Kusatsu",,35.0067516,135.9511119,,905347,35.0131341,135.959936
Kyoto-shi,Japan,JP,Graduate School of Energy Science,"Kyoto U., Graduate Sch. En. Sci.","Kyoto U., FIHS",Kyoto University,35.01,135.77,606-8501,906706,35.0116363,135.7680294
Kyoto-shi,Japan,JP,Research Institute for Mathematical Sciences (RIMS),"Kyoto U., RIMS","Kyoto U., RIMS",Kyoto University,35.011,135.767,606-8502,902944,35.0116363,135.7680294
Kyoto,Japan,JP,Division of Physics and Astronomy,"Kyoto U., Div. Phys. Astron.",Kyoto U.,Kyoto University,35.0116363,135.7680294,606-8502,902941,35.0116363,135.7680294
Kyoto-shi,Japan,JP,,,"Kyoto U., Aero. Eng. Dept.",,35.0116363,135.7680294,,903763,35.0116363,135.7680294
Kyoto,Japan,JP,,,Kyoto U. of Ecology,,35.0116363,135.7680294,,905747,35.0116363,135.7680294
Kyoto,Japan,JP,,,"Shimadzu, Kyoto",,35.0116363,135.7680294,,907218,35.0116363,135.7680294
Kyoto,Japan,JP,,,"Kyoto U., Radioisotope Res. Ctr.",,35.0116363,135.7680294,,908063,35.0116363,135.7680294
Kyoto,Japan,JP,Yukawa Institute for Theoretical Physics (YITP),"Kyoto U., Yukawa Inst.","Kyoto U., Yukawa Inst., Kyoto",Kyoto University,35.012,135.7675,606-8502,902943,35.0116363,135.7680294
Shizuoka-shi,Japan,JP,,,Tokoha Gakuen U.,,35.0136084,138.4202331,,904941,34.975562,138.3827596
Osaka-shi,Japan,JP,,,"Taisho High School, Osaka",,35.0185283,138.9347345,,904532,34.6937378,135.5021651
Kyoto-shi,Japan,JP,Department of Nuclear Engineering,"Kyoto U., Nucl. Eng. Dept.","Kyoto U., Nucl. Eng. Dept.",Kyoto University,35.0220314,135.791827,,902942,35.0116363,135.7680294
Yokkaichi,Japan,JP,,Yokkaichi U.,Yokkaichi U.,Yokkaichi University,35.0220774,136.6074097,,908210,34.9651567,136.6244847
Tokai,Japan,JP,,,"NDC, Tokai",,35.0228426,136.90253,,909735,35.0228426,136.90253
Kyoto,Japan,JP,,Kyoto Pref. U. Med.,"Kyoto Prefecture U., Medicine",Kyoto Prefecture University of Medicine,35.0228964,135.7702984,602-8566,903819,35.0116363,135.7680294
Kyoto-shi,Japan,JP,,,Doshisha U.,,35.0258664,135.753894,,904712,35.0116363,135.7680294
Kyoto,Japan,JP,,Kyoto U.,Kyoto U. (main),Kyoto University,35.0262378,135.7808171,606-8501,1217041,35.0116363,135.7680294
Yokkaichi,Japan,JP,,,Yokkaichi U. Jr. Coll.,,35.0327175,136.6017379,,906779,34.9651567,136.6244847
Hyogo,Japan,JP,,,Nishiharima Astron. Observ.,,35.0347366,134.3402108,,909360,34.6912688,135.1830706
Kyoto,Japan,JP,Graduate School of Human and Environmental Sciences,"Kyoto U., Grad. Sch. Human Envir. Sci.","Kyoto U., HES Grad. Sch.",Kyoto University,35.0485688,135.7785475,,907923,35.0116363,135.7680294
Kariya-shi,Japan,JP,,"Aichi U. Educ., Kariya",Aichi U. of Education,Aichi University of Education,35.0499505,137.052276,,902630,34.9892245,137.0021069
Kyoto,Japan,JP,,Kyoto Inst. Tech.,"KIT, Matsugasaki",Kyoto Institute of Technology,35.0500408,135.7829332,606-8585,909706,35.0116363,135.7680294
Toyoake,Japan,JP,,,Fujita Gakuen Health U.,,35.0536877,137.0129968,,905814,35.0536877,137.0129968
Nagoya,Japan,JP,,,Chubu Electric,,35.0577424,136.9512934,,910587,35.1814464,136.906398
Kyoto-shi,Japan,JP,,Kyoto Sangyo U.,Kyoto Sangyo U.,Kyoto Sangyo University,35.0694079,135.7586099,,903755,35.0116363,135.7680294
Nagoya,Japan,JP,,,Kikuchi Coll. Optometry,,35.0705616,138.9665875,,903821,35.1814464,136.906398
Nagoya,Japan,JP,,,"Japan U., Social Welfare",,35.0705616,138.9665875,,903885,35.1814464,136.906398
Nagoya-shi,Japan,JP,,"Mitsubishi, Nagoya","Mitsubishi, Nagoya","Mitsubishi Heavy Industries, Ltd.",35.0705616,138.9665875,,904511,35.1814464,136.906398
Nagoya-shi,Japan,JP,,,Daido Inst. Tech.,,35.0705616,138.9665875,,905562,35.1814464,136.906398
Nagoya-shi,Japan,JP,,,"Daido Steel, Nagoya",,35.0705616,138.9665875,,905804,35.1814464,136.906398
Nagoya,Japan,JP,,,Daido U.,,35.079276,136.9057205,,911907,35.1814464,136.906398
Tsuyama,Japan,JP,,,Tsuyama Nat. Coll. Technol.,,35.0811394,134.0130192,,911890,35.0691155,134.0045428
Nagoya-shi,Japan,JP,,,"Nagoya, Natl. Inst. Fusion Res.",,35.0832362,136.9581406,,907019,35.1814464,136.906398
Yuge,Japan,JP,,"NIT, Yuge Coll.",Yuge Natl. Coll. Maritime Tech.,"National Institute of Technology, Yuge College",35.0885495,136.1118136,749-2593,906467,34.2575025,133.2054539
Hyogo,Japan,JP,,Hyogo U. Teacher Education,Hyogo U. of Teacher Educ.,Hyogo University of Teacher Education,35.0939144,137.023039,673-1419,904356,34.6912688,135.1830706
Hyogo,Japan,JP,,"JASRI, Hyogo",Japan Synch. Radiation Res. Inst.,Japan Synchrotron Radiation Research Institute (JASRI),35.0939144,137.023039,,906851,34.6912688,135.1830706
Nishinomiya-shi,Japan,JP,,,Mukogawa Women's U.,,35.0939144,137.023039,,1241186,34.7375965,135.3415643
Numazu-shi,Japan,JP,,,"Tokai U., Numazu",,35.0955842,138.8634925,,903736,35.0955842,138.8634925
Numazu-shi,Japan,JP,,"NIT, Numazu Coll.",Numazu Coll. Tech.,"National Institute of Technology (NIT), Numazu College",35.0955842,138.8634925,410-8501,905355,35.0955842,138.8634925
Matsumoto-shi,Japan,JP,Department of Physics,"Shinshu U., Matsumoto-shi, Dept. Phys.",Shinshu U.,Shinshu University,35.0966824,138.9155606,390-861,903199,36.2380381,137.9720341
Toyota-shi,Japan,JP,,"NIT, Toyota Coll.",Toyota Natl. Coll. Tech.,"National Institute of Technology, Toyota College",35.103364,137.1485988,,908564,35.0823947,137.1562491
Nagoya,Japan,JP,,,Toyota Tech. Inst.,,35.1065672,136.9830098,,904942,35.1814464,136.906398
Nagoya,Japan,JP,,Nagoya Women’s Coll.,Nagoya Women’s Coll.,Nagoya Women’s College,35.1320099,136.9380437,467-8610,1477107,35.1814464,136.906398
Nagoya-shi,Japan,JP,,Meijo U.,Meijo U.,Meijo University,35.135358,136.9751569,468-8502,902997,35.1814464,136.906398
Nagoya,Japan,JP,,Nagoya City U.,Nagoya City U.,Nagoya City University,35.1386286,136.9364159,467-8601,906517,35.1814464,136.906398
Nagoya,Japan,JP,,"Nagoya U., KMI","KMI, Nagoya",,35.1542164,136.9675489,464-8602,912045,35.1814464,136.906398
Nissin,Japan,JP,,Sugiyama Jogakuen U.,Sugiyama Jogakuen U.,Sugiyama Jogakuen University,35.1545401,137.0406943,470-0136,905425,35.6557936,139.7388652
Nagoya-shi,Japan,JP,Solar-Terrestrial Environment Laboratory,"Nagoya U., Solar-Terrestrial Environ. Lab.","Nagoya U., Solar-Terrestrial Environ. Lab.",Nagoya University,35.1546107,136.9624604,464-8601,907879,35.1814464,136.906398
Nagoya-shi,Japan,JP,Department of Mathematics,"Nagoya U., Dept. Math.","Nagoya U., Math. Dept.",Nagoya University,35.1548774,136.9669295,464-6801,905891,35.1814464,136.906398
Nagoya,Japan,JP,Institute for Advanced Research (IAR),"Nagoya U., IAR","Nagoya U., IAR",Nagoya University,35.1548774,136.9669295,464-8602,1472386,35.1814464,136.906398
Matsuoka,Japan,JP,Department of Physics,Fukui Med.Sch.,Fukui Medical School,Fukui Medical School,35.1552541,138.6324177,,904452,33.1819572,131.6665574
Nagakute,Japan,JP,,Aichi Shukutoku U.,Aichi Shukutoku U.,Aichi Shukutoku University,35.1573674,137.0314703,480-1197,905950,35.1841255,137.0487618
Nagoya,Japan,JP,,"Aichi U., Nagoya",Aichi U.,Aichi University,35.1613483,136.8839255,453-8777,902629,35.1814464,136.906398
Nagoya,Japan,JP,,,Nagoya City Sci. Museum,,35.1648142,136.9040502,,909455,35.1814464,136.906398
Nagoya-shi,Japan,JP,Division of Particle and Astrophysical Sciences,"Nagoya U., Div. Part. Astrophys. Sci.",Nagoya U.,Nagoya University,35.1664864,136.9464336,464-6802,903041,35.1814464,136.906398
Nagoya,Japan,JP,,,"SRA, Nagoya",,35.1706449,136.8987377,,909758,35.1814464,136.906398
Nissin-cho,Japan,JP,,,Aichi Women's Coll.,,35.1801883,136.9065647,,904895,34.7701345,135.7756205
Toyota,Japan,JP,,,Aichi Inst. Tech.,,35.1801883,136.9065647,,905520,35.0823947,137.1562491
Nagoya-shi,Japan,JP,,,Aichi Prefecture U.,,35.1801883,136.9065647,,907385,35.1814464,136.906398
