City,Country,CountryCode,DepartmentNameNative,InstituteNameHEPnew,InstituteNameHEPold,InstituteNameNative,Latitude,Longitude,ZIPcode,recid,LatitudeCity,LongitudeCity
Tebessa,Algeria,DZ,,U. Tebessa,U. Tebessa,Université Labri Tébessi,35.422159,8.0795988,12002,1217042,35.4142494,8.101092
Chlef,Algeria,DZ,,,"Hassiba Benbouali U., Chlef",Université Hassiba Benbouali de Chlef [l'UHBC],36.2173874,1.324666,2000,1245396,36.147424,1.3083685
El-Oued,Algeria,DZ,,,El-Oued U.,El-Oued University,36.9218173,7.7541442,39000,1258059,33.3713397,6.8479682
Tebessa,Algeria,DZ,Laboratoire de Physique Appliquée et Théorique (LPAT),"U. Tebessa, LPAT","U. Tebessa, LPAT",Université Labri Tébessi - Tébessa,,,12002,1511159,35.4142494,8.101092
Neuquen,Argentina,AR,,,Comahue U.,Universidad Nacional del Comahue,-38.9401499,-68.0573579,Q8300IBX,1286504,-38.9516784,-68.0591888
El Leoncito,Argentina,AR,University of Cuyo,"Yale Southern Obs., Argentina",Yale Southern Observ.,Yale Southern Obervatory,-38.416097,-63.616672,,908975,-31.7974153,-69.373951
Buenos Aires,Argentina,AR,,"ITeDA, Buenos Aires","ITeDA, Buenos Aires",Instituto de Tecnologias en Deteccion y Astroparticulas (ITeDA),-38.0014678,-57.5416996,1650,917746,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,,,"IFIMAR, Buenos Aires",Instituto de Investigaciones Físicas Mar del Plata (IFIMAR),-37.996959,-57.5462523,,1209339,-34.6036844,-58.3815591
La Pampa,Argentina,AR,,"U.Nat., La Pampa","U.Nat., La Pampa",Universidad Nacional de La Pampa (UNLPam),-36.6204407,-64.2899992,6300,1470825,-36.6147573,-64.2839209
La Plata,Argentina,AR,Departamento de Fisica de la Facultad de Ciencias Exactas,"UNLP, La Plata, Dept. Phys.",La Plata U.,Universidad Nacional de La Plata (UNLP),-34.9173012,-57.9501305,,902950,-34.9204948,-57.9535657
Bariloche,Argentina,AR,Grupo de Particulas Elementales,"CAB, Bariloche, Dept. Phys.",Centro Atomico Bariloche,Centro Atomico Bariloche (CAB),-34.7876585,-58.6121593,8400,902724,-41.1334722,-71.3102778
Buenos Aires,Argentina,AR,,"CONICET, Buenos Aires","Buenos Aires, CONICET",Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),-34.6243095,-58.4506455,,903418,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,Grupo Astroparticulas,"CNEA, Buenos Aires, Grupo Astroparticules","CNEA, Buenos Aires",Comision Nacional de Energia Atomica (CNEA),-34.6036844,-58.3815591,1429,902700,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,"Instituto de  Astronomia y Fisica del Espacio (IAFE) (CONICET-UBA), Quantum Relativistic & Gravity Theoretical Group","UNESP, Buenos Aires, IAFE,","Buenos Aires, IAFE",Universidade Estadual Paulista (UNESP),-34.6036844,-58.3815591,,904697,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,,"U. Technol. Natl., Argentina","U. Tech. Natl., Argentina",Universidad Tecnologica Nacional (UTN),-34.6036844,-58.3815591,C1041AAJ,917745,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,,U. Buenos Aires,U. Buenos Aires,Universidad de Buenos Aires (UBA),-34.599829,-58.37301,,1188215,-34.6036844,-58.3815591
Buenos Aires,Argentina,AR,Departamento de Fisica,"U. Buenos Aires, Dept. Fisica",Buenos Aires U.,Universidad de Buenos Aires,-34.58907,-58.43425,1428,902701,-34.6036844,-58.3815591
Olivos,Argentina,AR,Global Research and Analytics (GR&A),,"CRISIL GR&A, Buenos Aires",CRISIL,-34.5105515,-58.4963913,B1638BGF,1253470,-34.5105515,-58.4963913
San Luis,Argentina,AR,,Natl. U. San Luis,San Luis Natl. U.,Universidad Nacional de San Luis,-33.3017267,-66.3377522,D5700HHW,917239,-33.3017267,-66.3377522
Cordoba,Argentina,AR,"Facultad de Matemática, Astronomía y Física (FAMAF), Grupo de Relatividad y Gravitacion (GRG)","UNC, Cordoba, FAMAF, GRG",Cordoba U.,Universidad Nacional de Cordoba (UNC),-31.4200833,-64.1887761,5000,904339,-31.4200833,-64.1887761
Yerevan,Armenia,AM,,"ASPU, Yerevan",Yerevan State Pedagogical Inst.,Armenian State Pedagogical University after Khachatur Abovian (ASPU),40.17384,44.5140535,375010,905483,40.1791857,44.4991029
Yerevan,Armenia,AM,"Armenian Academy of Sciences, Yerevan Physics Institute (YerPhi)","YerPhI, Yerevan",Yerevan Phys. Inst.,A. Alikhanian National Laboratory (AANL),40.183333,44.516667,375036,903361,40.1791857,44.4991029
Yerevan,Armenia,AM,Faculty of Physics,"Yerevan State U., Fac. Phys.",Yerevan State U.,Yerevan State University,40.2539631,44.5895523,375049,903362,40.1791857,44.4991029
375044 Yerevan,Armenia,AM,,,"IIAP, Armenia",Institute for Informatics and Automation Problems NAS of Armenia,40.2539631,44.5895523,,1232142,40.2539631,44.5895523
Gyumri,Armenia,AM,,"GSPI, Gyumri","GSPI, Gyumri",Gyumri State Pedagogical Institute (GSPI),40.8301847,43.8312677,3126,1342858,40.7929026,43.8464971
Kingston,Australia,AU,,,Australian Antarctic Division,,-42.976944,147.308333,7050,1243783,-35.315556,149.144167
Hobart,Australia,AU,Department of Physics,"U. Tasmania, Hobart, Dept. Phys.",Tasmania U.,University of Tasmania,-42.8819032,147.3238148,7001,903252,-42.8821377,147.3271949
Mt. Rumney,Australia,AU,,,Spurion Tech. Pty. Ltd.,,-42.8555165,147.4364927,,910312,-42.86,147.45
Hazelwood South,Australia,AU,,,Hazelwood Observ.,,-38.3148097,146.4663922,,909336,-34.939,138.657
Waurn Ponds,Australia,AU,,,Deakin U.,,-38.208813,144.2709146,,909002,-38.208813,144.2709146
Mordialloc,Australia,AU,,,"Australia, CSIRO, Mordialloc",,-37.999,145.092,,906294,-37.999,145.092
Mentone,Australia,AU,,,"Mentone Grammar, Victoria",,-37.985,145.068889,,908901,-37.985,145.068889
Highett,Australia,AU,Highett Laboratories,"CSIRO, Highett","Australia, CSIRO, Highett",Commonwealth Scientific and Industrial Research Organisation (SCIRO),-37.95,145.05,3190,910478,-37.95,145.05
Melbourne,Australia,AU,,,"ASP, Melbourne",,-37.91661,145.1401,,910221,-37.8136276,144.9630576
Clayton,Australia,AU,Division of Materials Science & Engineering,"CSIRO, Melbourne, Mat. Sci. Eng.","Australia, CSIRO, Clayton",Commonwealth Scientific and Industrial Research Organisation (CSIRO),-37.915,145.13,3168,907597,-37.915,145.13
Clayton,Australia,AU,,"Monash U., Melbourne",Monash U.,Monash University,-37.9146,145.1347,3168,903019,-37.915,145.13
Hawthorn,Australia,AU,Centre for Astrophysics and Supercomputing (CAS),"Swinburne U. Tech., CAS","Swinburne U., Ctr. Astrophys. Supercomput.",Swinburne University of Technology,-37.826,145.034,3122,908771,-37.826,145.034
Hawthorn,Australia,AU,,Swinburne U. Tech.,"Swinburne U. Tech., Hawthorn",Swinburne University of Technology,-37.8201478,145.0358004,3122,908481,-37.826,145.034
Parkville,Australia,AU,School of Physics,"U. Melbourne, Sch. Phys.",Melbourne U.,University of Melbourne,-37.796695,144.964449,3010,902999,-37.788,144.951
Parkville,Australia,AU,,U. Melbourne,U. Melbourne (main),University of Melbourne,-37.7962849,144.9598069,3010,920171,-37.788,144.951
Parkville,Australia,AU,Centre of Excellence for Particle Physics at the Terascale (CoEPP),"ARC, CoEPP, Melbourne","ARC, CoEPP, Melbourne",Australian Research Council (ARC),-37.7962849,144.9598069,,1255221,-37.788,144.951
Carlton,Australia,AU,,,Carlton Natl. Vision Res. Inst.,,-37.7953799,144.9666147,,904515,-37.8001,144.9671
Parkville,Australia,AU,,,"Australia, CSIRO, Parkville",,-37.788,144.951,,906295,-37.788,144.951
Bundoora,Australia,AU,,,La Trobe U.,,-37.695,145.064,,902951,-37.695,145.064
,Australia,AU,,,Ballarat U.,,-37.6244959,143.8848936,,910527,-25.274398,133.775136
Epping,Australia,AU,Australia Telescope National Facility (ATNF),"CSIRO, Epping, ATNF","Australia, CSIRO, Epping",Commonwealth Scientific and Industrial Research Organisation (CSIRO),-37.5494882,145.030683,1710,906710,-33.7746,151.0788
Melbourne,Australia,AU,,,"Australia, CSIRO, Melbourne",,-37.49,144.58,,903911,-37.8136276,144.9630576
Melbourne,Australia,AU,,,RMIT U.,,-37.49,144.58,,908577,-37.8136276,144.9630576
Melbourne,Australia,AU,,,"Melbourne U., Comp. Sci. Software Eng.",,-37.49,144.58,3010,909836,-37.8136276,144.9630576
Victoria,Australia,AU,,,Tardis Astro. Observ.,,-37.4713077,144.7851531,,909338,-37.4713077,144.7851531
Victoria,Australia,AU,,,Barfold Observ.,,-37.4713077,144.7851531,,910358,-37.4713077,144.7851531
Tinbinbilla,Australia,AU,,,"Raytheon, CDSCC",,-35.4630556,148.9105556,,910927,-29.9202699,151.2963922
Queanbeyan,Australia,AU,,,Electro Optics Systems,,-35.3530392,149.230896,,909894,-35.3530392,149.230896
Canberra,Australia,AU,,"DSTO, Canberra","DSTO, Salisbury",Defence Science & Technology Organisation (DSTO),-35.3348854,149.1716472,2610,907559,-35.2809368,149.1300092
Acton,Australia,AU,"Physics Building 38, Science Road",,"ACQAO, Acton",,-35.3254421,149.1543809,,911475,-35.279444,149.119444
Weston Creek,Australia,AU,Research School of Astronomy and Astrophysics (RSAA),"ANU, Canberra, RSAA","Res. Sch. Astron. Astrophys., Weston Creek",Australian National University (ANU),-35.3224828,149.0576387,ACT 2611,905026,-35.3410156,149.0525253
Tuggeranong,Australia,AU,,,"CDSCC, Tuggeranong",,-35.3075,149.124417,,910382,-35.4244,149.0888
Canberra,Australia,AU,Department of Theoretical Physics,"ANU, Canberra, Dept. Theor. Phys.","Australian Natl. U., Canberra",Australian National University (ANU),-35.17,149.08,200,902655,-35.2809368,149.1300092
Canberra,Australia,AU,Center for Mathematical Analysis (CMA),"ANU, Canberra, CMA","Australian Natl. U., Canberra, CMA",Australian National University (ANU),-35.17,149.08,,905532,-35.2809368,149.1300092
Canberra,Australia,AU,,,"Australia, CSIRO, Canberra",,-35.17,-149.08,,905958,-35.2809368,149.1300092
Canberra,Australia,AU,,,Canberra Semiconductor,,-35.17,-149.08,,906311,-35.2809368,149.1300092
Canberra,Australia,AU,,,Canberra U.,,-35.17,-149.08,,907539,-35.2809368,149.1300092
Canberra,Australia,AU,,,"ARC, Canberra",,-35.17,-149.08,,909380,-35.2809368,149.1300092
Canberra,Australia,AU,,,"New South Wales U., Canberra",,-35.17,-149.08,,910043,-35.2809368,149.1300092
Canberra,Australia,AU,,,Hunters Hill Observ.,,-35.17,-149.08,,910662,-35.2809368,149.1300092
Canberra,Australia,AU,,"ANU, Canberra","Australian Natl. U., Canberra (main)",Australian National University (ANU),-35.17,149.08,2601,1086969,-35.2809368,149.1300092
Wagga Wagga,Australia,AU,,,Charles Sturt U.,,-35.1081689,147.3598323,,910723,-35.1081689,147.3598323
Bedford Park,Australia,AU,School of Chemical and Physical Sciences,"Flinders U., Adelaide, Sch. Chem. Phys. Sci.",Flinders U.,Flinders University,-35.021,138.568,5042,902799,-35.021,138.568
Adelaide,Australia,AU,,"U. South Australia, Adelaide",South Australia U.,University of South Australia,-34.920792,138.606799,5001,912015,-34.9284989,138.6007456
Adelaide,Australia,AU,,U. Adelaide,Adelaide U.,University of Adelaide,-34.919279,138.60323667,5005,902627,-34.9284989,138.6007456
Adelaide,Australia,AU,School of Chemistry and Physics,"U. Adelaide, Sch. Chem. Phys.","Adelaide U., Sch. Chem. Phys.",University of Adelaide,-34.919279,138.60323667,5005,922105,-34.9284989,138.6007456
Adelaide,Australia,AU,School of Mathematical Sciences,"U. Adelaide, Sch. Math. Sci.","U. Adelaide, Sch. Math. Sci.",University of Adelaide,-34.919279,138.60323667,5005,922106,-34.9284989,138.6007456
Adelaide,Australia,AU,Department of Physics and Mathematical Physics,"U. Adelaide, Dept. Phys. Math. Phys.","U. Adelaide, Dept. Phys. Math. Phys.",University of Adelaide,-34.919279,138.60323667,5005,922107,-34.9284989,138.6007456
Edinburgh,Australia,AU,,"DSTO, Edinburgh","Edinburgh, DSTO",Defence Science and Technology Organisation (DSTO),-34.733332,138.6341795,5111,911797,-34.733332,138.6341795
Broadway,Australia,AU,,,New South Wales Inst. Tech.,,-34.7057762,149.135033,,904123,-33.8843809,151.1968989
Adelaide,Australia,AU,,"South Australian Inst. Tech., Adelaide",South Australian Inst. Tech.,,-34.56,138.35,,904197,-34.9284989,138.6007456
Adelaide,Australia,AU,,,"Telecom, Adelaide",,-34.56,138.35,,906538,-34.9284989,138.6007456
Wollongong,Australia,AU,,,Wollongong U.,,-34.4278121,150.8930607,,904275,-34.4278121,150.8930607
Campbelltown,Australia,AU,,,"Western Sydney U., Campbelltown",,-34.065,150.814167,,906776,-34.065,150.814167
Lucas Heights,Australia,AU,,"ANSTO, Lucas Heights","ANSTO, Menai",Australian Nuclear Science & Technology Organisation (ANSTO),-34.049,150.975,2234,907501,-34.049,150.975
Sutherland,Australia,AU,,,Australian AEC,,-34.03314,151.0583,,903434,-34.03314,151.0583
Menai,Australia,AU,,,"Bragg Inst., Menai",,-34.0118,151.0089,,911097,-34.0118,151.0089
Kogarah,Australia,AU,,,"St. George Cancer Ctr., Kogarah",,-33.9674,151.13648,,907347,-33.9674,151.13648
Eveleigh,Australia,AU,,,Natl. ICT Australia,,-33.895,151.191,,911831,-33.895,151.191
Sydney,Australia,AU,School of Physics,"U. Sydney, Sch. Phys.",Sydney U.,University of Sydney,-33.8884934,151.1870998,2006,903241,-33.8688197,151.2092955
Sydney,Australia,AU,,U. Sydney,U. Sydney (main),University of Sydney,-33.88475,151.18366,2006,925692,-33.8688197,151.2092955
Granville,Australia,AU,,,Granville Tech. Coll.,,-33.854543,150.9527134,,905251,-33.8404,151.0079
Drummoyne,Australia,AU,,,"Gammasonics Inst., Drummoyne",,-33.85352,151.15402,,906988,-33.85352,151.15402
Narmburn,Australia,AU,,,Grove Creek Observ.,,-33.8139834,151.1983009,,1241148,-33.81925,151.19971
Manly,Australia,AU,,,MAW Tech. Pty. Ltd.,,-33.8060158,151.2947775,2095,910717,-33.8060158,151.2947775
North Ryde,Australia,AU,,Australian Astron. Obs.,Australian Astron. Observ.,Australian Astronomical Observatory,-33.7963492,151.1452246,2113,904559,-33.79242,151.11954
North Ryde,Australia,AU,,,"Australia, CSIRO, North Ryde",,-33.79242,151.11954,,903432,-33.79242,151.11954
Lindfield,Australia,AU,,,"Lindfield Natl. Meas. Lab., CSIRO",,-33.77674,151.17119,,903433,-33.77674,151.17119
Kingswood,Australia,AU,,,"Western Sydney U., Kingswood",,-33.7590448,150.7202226,,908876,-33.759,150.72
Penrith,Australia,AU,,,"Western Sydney U., Penrith",,-33.75,150.7,,908837,-33.75,150.7
Richmond,Australia,AU,,,"Western Sydney U., Hawkesbury",,-33.6149421,150.6981989,,905123,-37.823,144.998
Sydney,Australia,AU,School of Physics,"U. New South Wales, Sch. Phys.",New South Wales U.,University of New South Wales,-33.52,151.12,2052,903066,-33.8688197,151.2092955
Sydney,Australia,AU,Department of physics,"Macquarie U., Sydney, Dept. Phys.",Macquarie U.,Macquarie University,-33.52,151.12,2109,903765,-33.8688197,151.2092955
Sydney,Australia,AU,,,"Australia, CSIRO, Sydney",,-33.52,151.12,,905184,-33.8688197,151.2092955
Sydney,Australia,AU,,,"Sydney, U. Technol.",,-33.52,151.12,,906143,-33.8688197,151.2092955
Sydney,Australia,AU,,,"New South Wales U., School Math.",,-33.52,151.12,,908761,-33.8688197,151.2092955
Sydney,Australia,AU,,,"AAPT, Sydney",,-33.52,151.12,,909255,-33.8688197,151.2092955
Sydney,Australia,AU,,,St. Vincent's Hospital,,-33.52,151.12,,1241023,-33.8688197,151.2092955
Parkes,Australia,AU,,,Parkes Observ.,,-33.1372943,148.1747161,,906905,-33.1372943,148.1747161
Newcastle,Australia,AU,,,"Newcastle U., Australia",,-32.928333,151.781667,,903790,-32.9564885,151.6771835
Murdoch,Australia,AU,,Murdoch U.,Murdoch U.,Murdoch University,-32.071,115.825,6150,905028,-32.071,115.825
Bickley,Australia,AU,,,Perth Observ.,,-32.008,116.091,,909088,-32.008,116.091
South Bentley,Australia,AU,,,Western Australia Inst. Tech.,,-32.0007317,115.8947489,,904270,-32.001,115.924
Kensington,Australia,AU,,"CSIRO, Kensington","CSIRO, Kensington",Commonwealth Scientific and Industrial Research Organisation (CSIRO),-31.99387,115.88539,6152,1425884,-33.908889,151.223333
Crawley,Australia,AU,,,"Gravitec Instruments, Ltd.",,-31.986,115.822,,911060,-31.986,115.822
Perth,Australia,AU,,"ICRAR, Perth","ICRAR, Perth",International Centre for Radio Astronomy Research (ICRAR),-31.986,115.822,6009,1478249,-31.9505269,115.8604572
Crawley,Australia,AU,,"U. Western Australia, Perth",Western Australia U.,University of Western Australia,-31.977678,115.810394,6009,903344,-31.986,115.822
Mt. Lawley,Australia,AU,,,Edith Cowan U.,,-31.9345,115.8722,,906821,-31.9345,115.8722
Craigie,Australia,AU,,,"Ctr. Backyard Astrophys., Perth",,-31.787,115.768,,909913,-31.787,115.768
Perth,Australia,AU,,"Curtin U. Tech., Perth",Curtin U. Tech.,Curtin University of Technology,-31.57,115.51,,908409,-31.9505269,115.8604572
Armidale,Australia,AU,,,"New England U., Armidale",,-30.5015616,151.6661993,,905345,-30.5015616,151.6661993
Narrabri,Australia,AU,,,Paul Wild Observ.,,-30.3324062,149.7812403,,909615,-30.3324062,149.7812403
Narrabri,Australia,AU,,,Mopra Observ.,,-30.3324062,149.7812403,,909616,-30.3324062,149.7812403
Narrabri,Australia,AU,Australia Telescope Compact Array,,"Australia, CSIRO, Narrabri",Commonwealth Scientific and Industrial Research Organisation (CSIRO),-30.3324062,149.7812403,2390,1345384,-30.3324062,149.7812403
Coffs Harbour,Australia,AU,,,"Southern Cross U., Coffs Harbour",,-30.298612,153.1093922,,909181,-30.298612,153.1093922
Toowoomba,Australia,AU,,,Southern Queensland U.,,-27.5598212,151.9506696,,909076,-27.5598212,151.9506696
Nathan,Australia,AU,,,Griffith U.,,-27.5451449,153.0511535,,904281,-27.55,153.05
St. Lucia,Australia,AU,Department of Mathematics,"U. Queensland, Brisbane",Queensland U.,University of Queensland,-27.5020447,153.0065457,4072,903148,-27.5,153
Brisbane,Australia,AU,,,Queensland U. of Tech.,,-27.28,153.02,,910520,-27.4697707,153.0251235
,Australia,AU,,,CSIRO,,-25.274398,133.775136,,910655,-25.274398,133.775136
,Australia,AU,,,"Unlisted, AU",,-25.274398,133.775136,,912281,-25.274398,133.775136
Exmouth,Australia,AU,,,Norcape Observ.,,-21.9445261,114.1313015,,910003,-21.9445261,114.1313015
Townsville,Australia,AU,,,"James Cook U., Australia",,-19.2589635,146.8169483,,904032,-19.2589635,146.8169483
Darwin,Australia,AU,,,"Northern Territory U. Coll., Darwin",,-12.4634403,130.8456418,,905841,-12.4634403,130.8456418
Eltham,Australia,AU,,,Woodridge Observ.,,41.7469749,-88.0503406,,909337,-37.715,145.158
Klagenfurt,Austria,AT,,,"Alpen-Adria U., Klagenfurt",Alpen-Adria Universität Klagenfurt,46.6445092,14.3271202,9020,1261362,46.6364598,14.3122246
Graz,Austria,AT,,U. Graz,U. Graz (main),Karl-Franzens-Universität Graz,47.0743531,15.454803,8010,1229548,47.070714,15.439504
Graz,Austria,AT,,,"Graz, Inst. Weltraumforschung",,47.0743531,15.454803,,1241251,47.070714,15.439504
Graz,Austria,AT,Institute of Theoretical Physics,"U. Graz, Inst. Theor. Phys.",Graz U.,University of Graz,47.0767088,15.4502307,8010,902827,47.070714,15.439504
Innsbruck,Austria,AT,,U. Innsbruck,Innsbruck U.,Universität Innsbruck,47.2692124,11.4041024,6020,902890,47.2692124,11.4041024
Innsbruck,Austria,AT,Institut für Astro und Teilchenphysik,"U. Innsbruck, Inst. Astro Particle Phys.","Innsbruck U., Inst. Astrophys.",Universität Innsbruck,47.2692124,11.4041024,6020,909692,47.2692124,11.4041024
Vienna,Austria,AT,Institut für Hochenergiephysik (HEPHY),"OAW, Vienna, HEPHY","Vienna, OAW",Österreichische Akademie der Wissenschaft (OAW),48.1873833,16.3622593,1050,903324,48.2081743,16.3738189
Vienna,Austria,AT,Atominstitut,"TU Vienna, Atominst.","Vienna, Tech. U., Atominst.",Technische Universität Wien,48.1918841,16.3710632,1040,904536,48.2081743,16.3738189
Vienna,Austria,AT,,TU Vienna,TU Vienna,Technische Universität Wien,48.1918841,16.3710632,1040,1102936,48.2081743,16.3738189
Vienna,Austria,AT,Institute for Theoretical Physics,"TU Vienna, ITP","Vienna, Tech. U.",Technische Universität Wien,48.1987104,16.3675761,1040,903325,48.2081743,16.3738189
Vienna,Austria,AT,,U. Vienna,U. Vienna (main),Universität Wien,48.2082647,16.3739206,1010,1095324,48.2081743,16.3738189
Vienna,Austria,AT,,"OAW, Vienna","OAW, Vienna",Österreichische Akademie der Wissenschaft (OAW),48.2088405,16.3771845,1010,1441143,48.2081743,16.3738189
Vienna,Austria,AT,Theoretische Physik,"U. Vienna,Theor. Phys.",Vienna U.,Universität Wien,48.2216575,16.3562677,1090,903326,48.2081743,16.3738189
Vienna,Austria,AT,,"ESI, Vienna","Schrodinger Inst., Vienna",Erwin Schrödinger International Institute for Mathematical Physics (ESI),48.2248956,16.356965,1090,906422,48.2081743,16.3738189
Vienna,Austria,AT,,"Stefan Meyer Inst., Vienna",Stefan Meyer Inst. Subatomare Phys.,Stefan Meyer Institut für Subatomare Physik (SMI),48.2248956,16.356965,1090,906553,48.2081743,16.3738189
Vienna,Austria,AT,,,"VCPC, Vienna",,48.2248956,16.356965,,1241079,48.2081743,16.3738189
Linz,Austria,AT,The Johann Radon Institute for Computational and Applied Mathematics (RICAM),"OAW, Linz, RICAM","OAW, Linz, RICAM",Österreichische Akademie der Wissenschaft (OAW),48.3375598,14.3219233,4040,1441142,48.30694,14.28583
Vienna,Austria,AT,,"IQOQI, Vienna","IQOQI, Vienna",Institute for Quantum Optics and Quantum Information (IQOQI),,,1090,1508407,48.2081743,16.3738189
Baku,Azerbaijan,AZ,,"NNRC, Baku","NNRC, Baku",National Nuclear Research Center (NNRC),40.4092617,49.8670924,,1398513,40.4092617,49.8670924
Baku,Azerbaijan,AZ,Institute of Physics,"ANAS, Baku, Inst. Phys.","Baku, Inst. Phys.",Azerbaijan National Academy of Sciences (ANAS),40.5861109,49.6658648,1143,902656,40.4092617,49.8670924
Dhaka,Bangladesh,BD,,,North South U.,North South University,23.7661482,90.3622907,1229,1262029,23.810332,90.4125181
Dhaka,Bangladesh,BD,,,East West U.,East West University,23.810332,90.4125181,,1267155,23.810332,90.4125181
Minsk,Belarus,BY,Department of Physics,"Belarus State U., Minsk, Dept. Phys.",Belarus State U.,Belarus State University,53.8361118,27.5281253,220050,902702,53.9045398,27.5615244
Minsk,Belarus,BY,Center for Particle and High Energy Physics,"Belarus State U., Minsk, Cent. Part. High Energy Phys.","Minsk, High Energy Phys. Ctr.",Belarus State University (BSU),53.8361118,27.5281253,240040,906514,53.9045398,27.5615244
Minsk,Belarus,BY,,,Belurusian State Tech. U.,Belurusian State Technological University (BSTU),53.8361118,27.5281253,220006,1254966,53.9045398,27.5615244
Minsk,Belarus,BY,,"Belarus State U., Minsk","Belarus State U., Minsk (main)",Belarus State University,53.8361118,27.5281253,220050,1279069,53.9045398,27.5615244
Minsk,Belarus,BY,,,"CEI, Belarus",,53.863956,27.6683673,,1241158,53.9045398,27.5615244
Minsk,Belarus,BY,B.I. Stepanov Institute of Physics,"B.I. Stepanov Inst. Phys., Minsk","Minsk, Inst. Phys.",National Academy of Sciences of Belarus (NASB),53.9140749,27.5525066,220072,903012,53.9045398,27.5615244
Brussels,Belgic,BE,,"ISIB, Brussels","ISIB, Brussels",Institut Superieur Industriel de Bruxelles (ISIB),50.8505269,4.3642391,1000,1394724,50.8503463,4.3517211
Mons,Belgium,BE,,"UMH, Mons","UMH, Mons",Université de Mons-Hainaut (UMH),50.4574857,3.9525166,7000,903020,50.4542408,3.956659
Mons,Belgium,BE,Service de Physique Nucléaire et Subnucléaire,"U. Mons, Dept. Nucl. Subnucl. Phys.","U. Mons, Dept. Nucl. Subnucl. Phys.",Université de Mons (UMONS),50.4586454,3.9521766,7000,1276163,50.4542408,3.956659
Mons,Belgium,BE,,U. Mons,U. Mons,Université de Mons (UMONS),50.4614181,3.9730745,7000,1276040,50.4542408,3.956659
Mons,Belgium,BE,Service de Physique des Particules Elémentaires,"UMH, Elem. Part. Phys.","UMH, Elem. Part. Phys.",Université de Mons-Hainaut (UMH),50.4652492,3.9567733,7000,910019,50.4542408,3.956659
,Belgium,BE,,,"FWO, Vlaanderen","FWO, Vlaanderen",50.503887,4.469936,,1267132,50.503887,4.469936
Liege,Belgium,BE,Interactions Fondamentales en Physique et en Astrophysique (IFPA),"U. Liege, IFPA",Liege U.,Université de Liege (ULG),50.59139,5.57132,4000,902963,50.6325574,5.5796662
Louvain-la-Neuve,Belgium,BE,Unité de Physique Théorique et de Physique Mathématique (FYMA),"Cathol. U. Louvain, FYMA",Louvain U.,Université Catholique de Louvain (UCL),50.6648955,4.6233293,1348,902970,50.668081,4.6118324
Louvain-la-Neuve,Belgium,BE,Institut de Physique Nucléaire,"Cathol. U. Louvain, Nucl. Phys. Inst.","Louvain U., Inst. Phys. Nucl.",Université Catholique de Louvain (UCL),50.6660998,4.6239607,1348,908019,50.668081,4.6118324
Louvain-la-Neuve,Belgium,BE,,Cathol. U. Louvain,Cathol. U. Louvain (main),Université Catholique de Louvain (UCL),50.668081,4.6118324,1348,1095325,50.668081,4.6118324
Louvain-la-Neuve,Belgium,BE,"Center for Cosmology, Particle Physics and Phenomenology (CP3)","Cathol. U. Louvain, CP3","Louvain U., CP3",Catholic University of Louvain,50.6764460817,4.6238708496,1348,910783,50.668081,4.6118324
Brussels,Belgium,BE,,U. Libre Brussels,U. Brussels (main),Université Libre de Bruxelles,50.8119483,4.3826169,1050,1110754,50.8503463,4.3517211
Brussels,Belgium,BE,Physique Nucléaire Théorique et Physique Mathématique (PNTPM),"U. Libre Brussels, PNTPM","Brussels U., PNTPM",Université Libre de Bruxelles,50.8171032,4.3977326,1050,908582,50.8503463,4.3517211
Brussels,Belgium,BE,Service de Physique Théorique,"U. Libre Brussels, Theor. Phys.",Brussels U.,Université Libre de Bruxelles,50.8198741,4.3939644,1050,902695,50.8503463,4.3517211
Brussels,Belgium,BE,Physique Theorique et Mathematique (PTM),"U. Libre Brussels, PTM","Brussels U., PTM",Université Libre de Bruxelles,50.8198741,4.3939644,1050,909579,50.8503463,4.3517211
Brussels,Belgium,BE,,"IIHE, Brussels","Brussels U., IIHE",Inter-university Institute for High Energies (IIHE),50.821201,4.393737,1050,902696,50.8503463,4.3517211
Brussels,Belgium,BE,Institut d'Astronomie et d'Astrophysique,"U. Libre Brussels, IAA","Brussels U., IAA",Université Libre de Bruxelles,50.8221505,4.4012035,1050,904333,50.8503463,4.3517211
Brussels,Belgium,BE,Department of Physics and Astrophysics (DNTK),"Vrije U. Brussels, Dept. Phys. Astrophys.","Vrije U., Brussels",Vrije Universiteit Brussel (VUB),50.82297,4.3926167,1050,907933,50.8503463,4.3517211
Brussels,Belgium,BE,,"IISN, Brussels","Brussels U., IISN",Institut interuniversitaire des Sciences nucléaires,50.8230095,4.3926295,1050,902694,50.8503463,4.3517211
Brussels,Belgium,BE,,"Intl. Solvay Inst., Brussels","Intl. Solvay Inst., Brussels",International Solvay Institutes,50.8235717,4.3766927,1050,907119,50.8503463,4.3517211
,Belgium,BE,,,"KMI, Brussels",Koninklijk Meterological Institute(KMI),50.8503396,4.3517103,,1267141,50.503887,4.469936
